StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,consent_agree,consent_age,Q91,1A_1,1B_1,2A_1,2B_1,3A_1,3B_1,4A_1,4B_1,5A_1,5B_1,6A_1,6B_1,7A_1,7B_1,8A_1,8B_1,9A_1,9B_1,10A_1,10B_1,11A_1,11B_1,12A_1,12B_1,13A_1,13B_1,14A_1,14B_1,15A_1,15B_1,16A_1,16B_1,17A_1,17B_1,18A_1,18B_1,slider_attn_check_1,slider_attn_check_2_1,speed,manage,age_og,gender_og,income_og,education_og,atten_check2,race_og,hispanic_og,state_og,urbancity,partyid_og,registered,vote_2020,pew_bornagain,pres_approve_nonbin,FL_5_DO,FL_10_DO,FL_11_DO,FL_12_DO,FL_13_DO,FL_14_DO,FL_15_DO,FL_16_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,I have read the above and agree to participate in this survey.,I am age 18 or over.,Please enter your Connect ID,"What is the likelihood that in the next decade or two advanced AI will lead to monopolies or concentration of power in a small number of companies? For example, a small number of companies might become so valuable from advanced AI that they have extreme influence on markets, the economy, or the government.",How impactful do you think that monopolies or the centralization of economic power from advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI causes a major disruption of the economy, destabilizing labor markets? For example, advanced AI might make many skills obsolete, forcing some people to learn new skills to keep their jobs, and resulting in significant job losses for others.",How impactful do you think the disruption of the economy by advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI leads to a global financial meltdown? For example, this might mean that automated decision making systems, such as in algorithmic trading systems with too much power and insufficient oversight, could result in a stock market crash.",How impactful do you think financial problems caused by advanced AI might be for society?,"What is the likelihood that in the next decade or two biases embedded in advanced AI tools might lead to significant increases in discrimination and social or income inequality? For example, biases in advanced AI might increase disparities in hiring and wage determination, credit scoring, mortgage and rental application decisions, assessment of job performance, criminal sentencing and policing, school admissions decisions and personalized learning systems, or decisions in healthcare diagnosis and treatment.",How impactful do you think increases in social or income inequality from advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI technologies cause a decrease in personal privacy protections? For example, advanced AI might make surveillance more common and more acceptable for preventing crime, or, it might increase the demand for value of training data for AI models tremendously, resulting in a loosening of privacy protections.",How impactful do you think risks to privacy protections from advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI results in extreme income inequality? For example, this might happen if advanced AI driven productivity gains generate tremendous new wealth, overwhelmingly benefiting those who are already very wealthy, while those with few or no investments see little or no benefits.",How impactful do you think severe income inequality from advanced AI might be for society?,What is the likelihood that in the next decade or two terrorists use advanced AI to create a deadly biological weapon or chemical weapon that is used at least once against a large number of civilians in a major terrorist attack?,How impactful do you think terrorist attacks with deadly biological or chemical weapons developed with advanced AI might be for society?,"What is the likelihood that in the next decade or two terrorists use advanced AI to create autonomous AI weapons for use in attacking civilians? For example, terrorists might use advanced AI to evade authorities and create cyberweapons and autonomous drones that could carry out attacks on critical infrastructure, such as hydroelectric dams or nuclear power plants, or on large civilian targets like airports or sporting arenas.",How impactful do you think terrorist attacks from advanced AI weapons might be for society?,"What is the likelihood in the next decade or two there are major cyber attacks on civilian targets enabled by advanced AI? For example, advanced AI might infiltrate and reprogram computer systems, like power grids or military computer systems, to execute destructive plans.",How impactful do you think cyber attacks from advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI technology leads to society’s collective inability to determine what information is true or reliable? For example, this might happen if people over-rely on AI systems and blindly trust their outputs even if the output is wrong (e.g., fake news, generative AI like ChatGPT hallucinating or making things up).",How impactful do you think a gradual distortion of knowledge might be for society?,"What is the likelihood that in the next decade or two an advanced AI system relied upon for public safety, such as disease detection, self-driving vehicles, or disaster warning systems, malfunctions and results in a significant loss of life?",How impactful do you think the failure of safety critical advanced AI systems might be for society?,What is the likelihood that in the next decade or two an advanced AI arms race between the United States and China leads to a direct military conflict between the two countries’ armed forces?,How impactful do you think an AI arms race inspired conflict between the US and China might be for society?,"What is the likelihood that in the next decade or two one or more countries develop a strategic advantage in AI giving rise to a global power imbalance that favors authoritarianism? For example, this might happen if one or more authoritarian governments create radically advanced AI before other countries or disproportionately to other countries, giving them some sort of strategic advantage and allowing them to enforce their values amongst the rest of the world.",How impactful do you think losing an AI race might be for society?,"What is the likelihood that in the next decade or two an adversary uses advanced AI to engage in information warfare to destabilize an adversary? For example, this might involve a sustained effort to provide very persuasive and convincing misinformation, like deep fakes, generated by advanced AI with the longer-term goal of destabilizing society, or, a similar use of persuasive advanced AI technology in order to influence the outcome of one or more federal elections.",How impactful do you think a successful information warfare campaign by an adversary might be for affected members of society?,"What is the likelihood that in the next decade or two the computational resources required to support training, operation, and data storage for AI models consume enough energy that the resulting carbon emissions destabilize the global climate above and beyond the current median projections?",How impactful do you think this risk that increased climate volatility might be for society?,"What is the likelihood that in the next decade or two radically advanced AI overtakes existing global governments and implements a form of government that is not acceptable to the majority of humanity? For example, a society run by advanced AI might entail constant surveillance and no privacy, extreme poverty, a prohibition of religion or other critical liberties, or other restrictions causing widespread suffering or injustice.",How impactful do you think an advanced AI dystopia might be for society?,"What is the likelihood that in the next decade or two advanced AI will cause the collapse of human civilization resulting in global anarchy? For example, this might happen if AI automates systems like those for food production and distribution and we eventually lose control of our food supply resulting in mass famine; in this or other similar scenarios AI could lead to the deaths of so many people that governments cannot be sustained.",How impactful do you think civilization collapse might be for society?,What is the likelihood that in the next decade or two AI leads to human extinction?,How impactful do you think human extinction might be for society?,In this question we would like you to move the slider to the number sixty. This helps us to confirm that people taking the survey are reading the questions.,For this slider please move the slider to around where the word minor is on the scale.,"In your opinion, what should we do about risks from advanced AI?","In your opinion, who should manage risks from advanced AI?",What is your current age in years?,What is your gender?,What is your family income per year? (please provide pre-tax income),What is the highest level of education you have completed?,Which of the following would you be most surprised to find in the sea or ocean?,Which of the following best matches your racial identity?,"Do you consider yourself to be of Hispanic, Latino, or Spanish origin?",In which US State or District do you currently live?,How would you describe the place where you live?,"Generally speaking, do you think of yourself as a ...?",Are you registered to vote in US elections?,What was your vote in the 2020 Presidential election?,"Would you describe yourself as a ""born-again"" or evangelical Christian, or not?",Do you approve or disapprove of the way Joe Biden is handling his job as President?,FL_5 - Block Randomizer - Display Order,FL_10 - Block Randomizer - Display Order,FL_11 - Block Randomizer - Display Order,FL_12 - Block Randomizer - Display Order,FL_13 - Block Randomizer - Display Order,FL_14 - Block Randomizer - Display Order,FL_15 - Block Randomizer - Display Order,FL_16 - Block Randomizer - Display Order
"{""ImportId"":""startDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""endDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""Q_RecaptchaScore""}","{""ImportId"":""Q_RelevantIDDuplicate""}","{""ImportId"":""Q_RelevantIDDuplicateScore""}","{""ImportId"":""Q_RelevantIDFraudScore""}","{""ImportId"":""Q_RelevantIDLastStartDate"",""timeZone"":""UTC""}","{""ImportId"":""QID57""}","{""ImportId"":""QID58""}","{""ImportId"":""QID118_TEXT""}","{""ImportId"":""QID2_1""}","{""ImportId"":""QID3_1""}","{""ImportId"":""QID60_1""}","{""ImportId"":""QID61_1""}","{""ImportId"":""QID62_1""}","{""ImportId"":""QID63_1""}","{""ImportId"":""QID64_1""}","{""ImportId"":""QID65_1""}","{""ImportId"":""QID66_1""}","{""ImportId"":""QID67_1""}","{""ImportId"":""QID68_1""}","{""ImportId"":""QID69_1""}","{""ImportId"":""QID70_1""}","{""ImportId"":""QID71_1""}","{""ImportId"":""QID72_1""}","{""ImportId"":""QID73_1""}","{""ImportId"":""QID74_1""}","{""ImportId"":""QID75_1""}","{""ImportId"":""QID76_1""}","{""ImportId"":""QID77_1""}","{""ImportId"":""QID78_1""}","{""ImportId"":""QID79_1""}","{""ImportId"":""QID80_1""}","{""ImportId"":""QID81_1""}","{""ImportId"":""QID82_1""}","{""ImportId"":""QID83_1""}","{""ImportId"":""QID84_1""}","{""ImportId"":""QID85_1""}","{""ImportId"":""QID86_1""}","{""ImportId"":""QID87_1""}","{""ImportId"":""QID88_1""}","{""ImportId"":""QID89_1""}","{""ImportId"":""QID90_1""}","{""ImportId"":""QID91_1""}","{""ImportId"":""QID92_1""}","{""ImportId"":""QID93_1""}","{""ImportId"":""QID116_1""}","{""ImportId"":""QID117_1""}","{""ImportId"":""QID38""}","{""ImportId"":""QID59""}","{""ImportId"":""QID48_TEXT""}","{""ImportId"":""QID45""}","{""ImportId"":""QID100""}","{""ImportId"":""QID41""}","{""ImportId"":""QID55""}","{""ImportId"":""QID107""}","{""ImportId"":""QID108""}","{""ImportId"":""QID109""}","{""ImportId"":""QID110""}","{""ImportId"":""QID102""}","{""ImportId"":""QID101""}","{""ImportId"":""QID114""}","{""ImportId"":""QID111""}","{""ImportId"":""QID104""}","{""ImportId"":""FL_5_DO""}","{""ImportId"":""FL_10_DO""}","{""ImportId"":""FL_11_DO""}","{""ImportId"":""FL_12_DO""}","{""ImportId"":""FL_13_DO""}","{""ImportId"":""FL_14_DO""}","{""ImportId"":""FL_15_DO""}","{""ImportId"":""FL_16_DO""}"
2023-10-27 19:14:44,2023-10-27 19:35:06,IP Address,108.5.233.120,100,1221,True,2023-10-27 19:35:07,R_r0jGBRIR9DKF2Nz,,,,,40.7182,-74.0476,anonymous,EN,1,,0,20,,Yes,Yes,5FE7F4F5F60A49A58BFF4FC6CF8A47EC,95,99,89,72,50,73,100,100,80,72,51,49,89,100,100,99,100,100,100,72,80,73,99,100,100,71,79,72,50,48,10,100,0,100,0,100,60,26,We should slow down the rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",38,Woman,"Between $100,000 and $149,999",Completed bachelor’s degree,Tiger,Identify with two or more races,Yes,New Jersey,City,Democrat,"Yes, I am registered to vote",Joe Biden,No,Somewhat approve,FL_16|FL_13|FL_10|FL_15|FL_12|FL_11|FL_14,1- Monopolies&CentralizationofPower|3-FinancialMeltdown|2-EconomicInstability,4-Bias&Discrimination|6-ExtremeIncomeInequality|5-Privacy,8-TerroristAIWeaponsAttack|7-TerroristWMDAttack|9-CyberAttacks,11-SafetySystemsFailures|10-KnowledgeDeterioration,14-InformationWarfare|12-AIArmsRace|13-GlobalPowerShift,15-EnergyConsumption,17-CivilizationalCollapse|18-Extinction|16-Dystopia
2023-10-27 19:18:39,2023-10-27 19:35:10,IP Address,74.134.193.228,100,991,True,2023-10-27 19:35:11,R_22KYMnvn1s9DQST,,,,,40.2738,-81.8662,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,757FE5C2BDEA411B93086A88D58EFF5E,69,92,64,54,11,12,9,4,84,82,80,59,62,97,91,98,84,98,90,100,71,84,20,96,19,77,77,87,91,99,1,100,15,100,15,100,60,26,We should slow down the rate of AI progress.,National governments should manage the majority of risks.,64,Man,"Under $20,000",Graduated from high school (Diploma/GED or equivalent),Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Ohio,Town,Independent,"Yes, I am registered to vote",Joe Biden,No,Strongly approve,FL_11|FL_10|FL_14|FL_13|FL_15|FL_12|FL_16,1- Monopolies&CentralizationofPower|3-FinancialMeltdown|2-EconomicInstability,5-Privacy|6-ExtremeIncomeInequality|4-Bias&Discrimination,9-CyberAttacks|8-TerroristAIWeaponsAttack|7-TerroristWMDAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,14-InformationWarfare|13-GlobalPowerShift|12-AIArmsRace,15-EnergyConsumption,18-Extinction|17-CivilizationalCollapse|16-Dystopia
2023-10-27 19:13:45,2023-10-27 19:35:20,IP Address,100.35.31.176,100,1294,True,2023-10-27 19:35:21,R_1Qo3HiWQMgW3GPN,,,,,40.7667,-74.0311,anonymous,EN,1,,0,0,,Yes,Yes,EA56ABEFDB944A599095C4775BCD6A06,95,97,67,82,56,76,60,49,87,46,90,95,95,94,82,99,98,94,94,89,57,40,100,100,92,73,81,84,20,10,72,87,100,99,14,100,60,0,We should maintain the current rate of AI progress.,The companies developing AI technologies should manage the majority of risks.,27,Woman,"Between $100,000 and $149,999",Completed bachelor’s degree,Tiger,Black or African American,"No, I am NOT of Hispanic, Latino, or Spanish origin",New Jersey,Suburb,Independent,"Yes, I am registered to vote",Joe Biden,No,Strongly disapprove,FL_14|FL_10|FL_11|FL_16|FL_12|FL_13|FL_15,1- Monopolies&CentralizationofPower|3-FinancialMeltdown|2-EconomicInstability,4-Bias&Discrimination|6-ExtremeIncomeInequality|5-Privacy,8-TerroristAIWeaponsAttack|9-CyberAttacks|7-TerroristWMDAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,13-GlobalPowerShift|14-InformationWarfare|12-AIArmsRace,15-EnergyConsumption,17-CivilizationalCollapse|18-Extinction|16-Dystopia
2023-10-27 19:26:41,2023-10-27 19:35:25,IP Address,98.242.179.18,100,523,True,2023-10-27 19:35:25,R_1ith7qrrmz4wXCT,,,,,25.9843,-80.2149,anonymous,EN,1,,0,0,,Yes,Yes,888FFCD1E2F94F769E7A78875AD7097E,30,40,64,70,10,71,15,72,60,48,5,72,30,70,35,49,70,77,61,80,25,67,66,63,60,43,59,61,30,63,15,87,2,100,1,100,60,25,We should slow down the rate of AI progress.,National governments should manage the majority of risks.,28,Woman,"Between $80,000 and $99,999",Completed bachelor’s degree,Tiger,Asian or Asian American,"No, I am NOT of Hispanic, Latino, or Spanish origin",Florida,City,Democrat,"Yes, I am registered to vote",Joe Biden,No,Strongly approve,FL_12|FL_14|FL_16|FL_13|FL_10|FL_15|FL_11,2-EconomicInstability|3-FinancialMeltdown|1- Monopolies&CentralizationofPower,5-Privacy|4-Bias&Discrimination|6-ExtremeIncomeInequality,8-TerroristAIWeaponsAttack|7-TerroristWMDAttack|9-CyberAttacks,10-KnowledgeDeterioration|11-SafetySystemsFailures,14-InformationWarfare|13-GlobalPowerShift|12-AIArmsRace,15-EnergyConsumption,18-Extinction|16-Dystopia|17-CivilizationalCollapse
2023-10-27 19:18:49,2023-10-27 19:35:36,IP Address,73.103.40.99,100,1006,True,2023-10-27 19:35:36,R_DcrQ38gEh750gLL,,,,,39.2051,-85.9324,anonymous,EN,0.8999999761581421,true,100,0,2023-10-27 17:15:04,Yes,Yes,3DD59A5E3F3D4AD4A0CBC6702625D9E0,9,26,23,37,4,10,6,12,1,1,9,26,18,38,16,33,7,10,20,23,13,7,5,14,12,31,2,7,1,2,1,1,1,1,0,0,60,26,We should maintain the current rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",23,Woman,"Between $20,000 and $49,999","Some college, no degree",Tiger,Asian or Asian American,"No, I am NOT of Hispanic, Latino, or Spanish origin",Indiana,Town,Independent,"Yes, I am registered to vote",Was not eligible to note in 2020,No,Somewhat approve,FL_13|FL_16|FL_11|FL_12|FL_15|FL_10|FL_14,2-EconomicInstability|1- Monopolies&CentralizationofPower|3-FinancialMeltdown,5-Privacy|6-ExtremeIncomeInequality|4-Bias&Discrimination,9-CyberAttacks|7-TerroristWMDAttack|8-TerroristAIWeaponsAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,13-GlobalPowerShift|12-AIArmsRace|14-InformationWarfare,15-EnergyConsumption,18-Extinction|16-Dystopia|17-CivilizationalCollapse
2023-10-27 19:22:03,2023-10-27 19:35:54,IP Address,96.37.85.28,100,831,True,2023-10-27 19:35:55,R_3e2c9813O5IWeGN,,,,,45.8784,-87.1162,anonymous,EN,,,0,0,,Yes,Yes,53C96BDAFEEA420CAA2BE41E4E30ADB0,49,73,100,72,100,49,100,85,90,72,49,79,100,100,100,100,70,84,100,72,40,73,19,100,30,83,100,72,10,14,0,100,6,84,0,100,60,26,We should maintain the current rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",61,Woman,"Between $50,000 and $79,999","Some college, no degree",Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Michigan,Town,Independent,"Yes, I am registered to vote",Joe Biden,No,Strongly disapprove,FL_15|FL_12|FL_16|FL_11|FL_13|FL_14|FL_10,3-FinancialMeltdown|1- Monopolies&CentralizationofPower|2-EconomicInstability,6-ExtremeIncomeInequality|5-Privacy|4-Bias&Discrimination,7-TerroristWMDAttack|8-TerroristAIWeaponsAttack|9-CyberAttacks,11-SafetySystemsFailures|10-KnowledgeDeterioration,13-GlobalPowerShift|14-InformationWarfare|12-AIArmsRace,15-EnergyConsumption,17-CivilizationalCollapse|18-Extinction|16-Dystopia
2023-10-27 19:13:59,2023-10-27 19:36:03,IP Address,71.34.3.53,100,1323,True,2023-10-27 19:36:04,R_3fZrXtnRWpQKkel,,,,,45.0196,-93.2402,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,036BF3ACCB0D49F19A56F0D1A9978A65,100,61,1,60,95,71,100,71,85,49,100,60,25,100,25,71,50,81,50,80,12,71,50,71,35,100,100,48,5,71,5,88,25,100,0,100,60,27,We should maintain the current rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",60,Man,"Under $20,000",Completed associate’s degree,Tiger,Other race,"No, I am NOT of Hispanic, Latino, or Spanish origin",Minnesota,City,Independent,"Yes, I am registered to vote",Was not eligible to note in 2020,No,Somewhat disapprove,FL_12|FL_13|FL_11|FL_16|FL_15|FL_14|FL_10,1- Monopolies&CentralizationofPower|2-EconomicInstability|3-FinancialMeltdown,5-Privacy|6-ExtremeIncomeInequality|4-Bias&Discrimination,9-CyberAttacks|7-TerroristWMDAttack|8-TerroristAIWeaponsAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,14-InformationWarfare|12-AIArmsRace|13-GlobalPowerShift,15-EnergyConsumption,16-Dystopia|17-CivilizationalCollapse|18-Extinction
2023-10-27 19:26:07,2023-10-27 19:36:03,IP Address,76.139.188.149,100,596,True,2023-10-27 19:36:04,R_2DNZfmqrcnaMN5X,,,,,41.9979,-83.9586,anonymous,EN,0.699999988079071,,0,0,,Yes,Yes,5095C1240E404B5A8B36B2D2D7A80788,50,71,85,72,18,49,58,41,100,58,15,81,80,100,25,84,75,100,65,94,30,100,39,81,65,90,100,64,26,49,20,84,8,100,5,100,60,26,We should slow down the rate of AI progress.,National governments should manage the majority of risks.,33,Man,"Between $20,000 and $49,999","Some college, no degree",Tiger,White,Yes,Michigan,City,Democrat,"Yes, I am registered to vote",Joe Biden,No,Somewhat approve,FL_10|FL_11|FL_14|FL_13|FL_15|FL_16|FL_12,3-FinancialMeltdown|2-EconomicInstability|1- Monopolies&CentralizationofPower,6-ExtremeIncomeInequality|5-Privacy|4-Bias&Discrimination,7-TerroristWMDAttack|9-CyberAttacks|8-TerroristAIWeaponsAttack,10-KnowledgeDeterioration|11-SafetySystemsFailures,14-InformationWarfare|13-GlobalPowerShift|12-AIArmsRace,15-EnergyConsumption,16-Dystopia|18-Extinction|17-CivilizationalCollapse
2023-10-27 19:17:09,2023-10-27 19:36:18,IP Address,99.125.118.63,100,1148,True,2023-10-27 19:36:19,R_3IRKvYop8te11r2,,,,,35.9492,-87.2963,anonymous,EN,1,,0,0,,Yes,Yes,A86E1DBE95DF4A6F987AE1042DB8DD1A,80,71,60,60,80,94,60,82,70,69,69,67,70,72,50,100,50,100,40,61,60,72,40,94,60,100,80,82,60,72,40,71,40,100,40,100,59,26,We should maintain the current rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",69,Woman,"Under $20,000","Some college, no degree",Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Tennessee,Rural area,Democrat,"Yes, I am registered to vote",Joe Biden,No,Strongly approve,FL_15|FL_16|FL_12|FL_14|FL_13|FL_11|FL_10,2-EconomicInstability|3-FinancialMeltdown|1- Monopolies&CentralizationofPower,5-Privacy|4-Bias&Discrimination|6-ExtremeIncomeInequality,9-CyberAttacks|7-TerroristWMDAttack|8-TerroristAIWeaponsAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,13-GlobalPowerShift|14-InformationWarfare|12-AIArmsRace,15-EnergyConsumption,17-CivilizationalCollapse|16-Dystopia|18-Extinction
2023-10-27 19:24:22,2023-10-27 19:36:46,IP Address,72.49.217.197,100,743,True,2023-10-27 19:36:46,R_D5CV5EmHE3mzdRf,,,,,39.1256,-84.5127,anonymous,EN,1,,0,0,,Yes,Yes,13AEBA33F4AC481480EFDE135AD00B81,31,90,80,62,69,100,20,83,80,72,50,71,51,100,74,96,75,100,89,100,50,98,68,90,73,94,91,100,10,89,20,100,20,100,0,100,60,26,We should slow down the rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",75,Woman,"Between $20,000 and $49,999",Completed master’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Ohio,Suburb,Democrat,"Yes, I am registered to vote",Joe Biden,No,Strongly approve,FL_16|FL_11|FL_13|FL_10|FL_15|FL_14|FL_12,2-EconomicInstability|3-FinancialMeltdown|1- Monopolies&CentralizationofPower,5-Privacy|6-ExtremeIncomeInequality|4-Bias&Discrimination,7-TerroristWMDAttack|8-TerroristAIWeaponsAttack|9-CyberAttacks,11-SafetySystemsFailures|10-KnowledgeDeterioration,13-GlobalPowerShift|14-InformationWarfare|12-AIArmsRace,15-EnergyConsumption,18-Extinction|16-Dystopia|17-CivilizationalCollapse
2023-10-27 19:16:50,2023-10-27 19:36:49,IP Address,71.206.17.66,100,1198,True,2023-10-27 19:36:50,R_4O8k6vKuI819ES5,,,,,38.7678,-75.2978,anonymous,EN,1,,0,0,,Yes,Yes,2ABC6ED4106141FCBBF98AF2778DA134,35,65,50,67,69,72,10,60,50,62,20,71,90,71,90,72,90,71,29,66,29,69,80,72,70,72,80,60,10,66,10,72,0,94,0,100,60,26,We should slow down the rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",71,Woman,"Between $150,000 and $199,999",Completed master’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Delaware,Rural area,Republican,"Yes, I am registered to vote","Did not vote in 2020, but was eligible to vote",Yes,Somewhat disapprove,FL_14|FL_12|FL_16|FL_11|FL_13|FL_10|FL_15,1- Monopolies&CentralizationofPower|2-EconomicInstability|3-FinancialMeltdown,5-Privacy|4-Bias&Discrimination|6-ExtremeIncomeInequality,8-TerroristAIWeaponsAttack|7-TerroristWMDAttack|9-CyberAttacks,10-KnowledgeDeterioration|11-SafetySystemsFailures,12-AIArmsRace|14-InformationWarfare|13-GlobalPowerShift,15-EnergyConsumption,18-Extinction|16-Dystopia|17-CivilizationalCollapse
2023-10-27 19:23:55,2023-10-27 19:36:49,IP Address,167.224.165.133,100,774,True,2023-10-27 19:36:50,R_SQbGBhvQfuwDlL3,,,,,36.1958,-94.2143,anonymous,EN,1,,0,0,,Yes,Yes,B4C2801910A4437E86A6FFE31337C252,25,75,15,71,11,67,17,82,20,63,35,88,3,92,25,88,23,72,17,71,9,83,37,93,18,68,15,71,2,71,5,100,4,100,3,100,60,27,We should slow down the rate of AI progress.,National governments should manage the majority of risks.,41,Man,"Between $50,000 and $79,999",Graduated from high school (Diploma/GED or equivalent),Tiger,Black or African American,"No, I am NOT of Hispanic, Latino, or Spanish origin",Arkansas,Suburb,Independent,"Yes, I am registered to vote","Did not vote in 2020, but was eligible to vote",No,Strongly disapprove,FL_16|FL_15|FL_10|FL_11|FL_12|FL_13|FL_14,2-EconomicInstability|1- Monopolies&CentralizationofPower|3-FinancialMeltdown,6-ExtremeIncomeInequality|5-Privacy|4-Bias&Discrimination,7-TerroristWMDAttack|9-CyberAttacks|8-TerroristAIWeaponsAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,13-GlobalPowerShift|14-InformationWarfare|12-AIArmsRace,15-EnergyConsumption,16-Dystopia|18-Extinction|17-CivilizationalCollapse
2023-10-27 19:27:04,2023-10-27 19:37:00,IP Address,68.51.242.254,100,596,True,2023-10-27 19:37:01,R_2Y9YFN7DqmfR67U,,,,,42.3363,-83.1348,anonymous,EN,1,,0,0,,Yes,Yes,91AA03EB57DE43819875A34308A8ABBC,80,51,65,73,20,74,70,25,95,49,90,51,2,97,44,73,70,72,8,72,90,71,5,74,10,72,95,49,35,50,0,97,0,100,0,100,60,26,We should slow down the rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",36,Man,"Between $50,000 and $79,999",Graduated from high school (Diploma/GED or equivalent),Tiger,Black or African American,"No, I am NOT of Hispanic, Latino, or Spanish origin",Michigan,Suburb,Independent,"Yes, I am registered to vote","Did not vote in 2020, but was eligible to vote",No,Strongly disapprove,FL_13|FL_12|FL_11|FL_15|FL_10|FL_16|FL_14,2-EconomicInstability|1- Monopolies&CentralizationofPower|3-FinancialMeltdown,5-Privacy|6-ExtremeIncomeInequality|4-Bias&Discrimination,9-CyberAttacks|8-TerroristAIWeaponsAttack|7-TerroristWMDAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,13-GlobalPowerShift|14-InformationWarfare|12-AIArmsRace,15-EnergyConsumption,16-Dystopia|17-CivilizationalCollapse|18-Extinction
2023-10-27 19:14:51,2023-10-27 19:37:01,IP Address,199.44.15.4,100,1330,True,2023-10-27 19:37:02,R_3HFSiu774K9Yz1e,,,,,30.5218,-84.2626,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,EAAAEBFA94524E8F9583D354E056D324,75,49,40,50,19,71,59,49,75,26,39,49,10,71,5,72,5,72,49,48,20,72,5,72,5,72,19,49,1,98,1,72,3,72,0,100,60,26,We should maintain the current rate of AI progress.,National governments should manage the majority of risks.,53,Woman,"Between $100,000 and $149,999",Completed bachelor’s degree,Tiger,White,Yes,Florida,Suburb,Republican,"Yes, I am registered to vote",Donald Trump,Yes,Strongly disapprove,FL_13|FL_10|FL_12|FL_16|FL_15|FL_14|FL_11,2-EconomicInstability|1- Monopolies&CentralizationofPower|3-FinancialMeltdown,5-Privacy|4-Bias&Discrimination|6-ExtremeIncomeInequality,7-TerroristWMDAttack|8-TerroristAIWeaponsAttack|9-CyberAttacks,11-SafetySystemsFailures|10-KnowledgeDeterioration,13-GlobalPowerShift|14-InformationWarfare|12-AIArmsRace,15-EnergyConsumption,17-CivilizationalCollapse|16-Dystopia|18-Extinction
